layer,k,mass_at_k,n_eval_cases,full_effect_mean,full_effect_ci_low,full_effect_ci_high,topk_effect_mean,topk_effect_ci_low,topk_effect_ci_high
4,20,0.1822105913805918,52,0.4957639835655223,-0.013689007869066879,0.9837216613949551,0.1560289304385325,-0.021836940483992928,0.3551791216373973
4,50,0.3084706919869274,52,0.4957639835655223,-0.013689007869066879,0.9837216613949551,0.13760874080222787,-0.07613068977210258,0.40256586791754406
4,100,0.42639892279922126,52,0.4957639835655223,-0.013689007869066879,0.9837216613949551,0.2845032588613931,0.03980549598430148,0.5354009355111573
8,20,0.17398564784270384,52,0.9074714038916982,0.48960393310549727,1.3866918506050863,0.259130354258015,0.06565192651962387,0.4600170731235075
8,50,0.2883260902040896,52,0.9074714038916982,0.48960393310549727,1.3866918506050863,0.34197630235409415,0.08572962077222482,0.6297393878940508
8,100,0.3951299472328461,52,0.9074714038916982,0.48960393310549727,1.3866918506050863,0.4265943697402958,0.14561858944690284,0.7307541454206775
