layer,n_pairs_analysis_included,n_invariant_fail_rows,fidelity_cosine_mean,fidelity_cosine_ci_low,fidelity_cosine_ci_high,fidelity_rel_mse_mean,fidelity_rel_mse_ci_low,fidelity_rel_mse_ci_high,fidelity_fvu_mean,fidelity_fvu_ci_low,fidelity_fvu_ci_high,raw_effect_mean,raw_effect_ci_low,raw_effect_ci_high,sae_effect_mean,sae_effect_ci_low,sae_effect_ci_high,sae_minus_raw_mean,sae_minus_raw_ci_low,sae_minus_raw_ci_high,crr_mean,crr_ci_low,crr_ci_high,pca_effect_mean,pca_effect_ci_low,pca_effect_ci_high
4,52,5,0.9967113492075159,0.9964746554153046,0.9969513039291132,0.007236416211966222,0.0066682470335305815,0.007804884387576037,0.13743531227123298,0.1260134421605599,0.1504138820780153,0.8153437166387635,0.42308919258077043,1.2174372398553017,0.5062702477190881,0.15546367619998372,0.8461887108682313,-0.30907346891967546,-0.636178165916425,-0.027020526862634325,0.6209286186765209,0.2633343866079467,0.9541002228107829,0.8315795816559317,0.488787435378962,1.1987273651602686
8,52,5,0.9980434827318528,0.9978900274030165,0.9981882705691594,0.006715484678430491,0.006021239167904492,0.007454299395468897,0.06043178329166126,0.027153677173653263,0.21629725739385355,0.9314282175279153,0.5482459740858029,1.336278909081165,0.9074376056385756,0.5857432144166486,1.261643055782668,-0.02399061188933946,-0.2696884055836747,0.22425128484400256,0.9742431983078496,0.7489014216680766,1.3202079338716177,0.6674327098668402,0.38317507357598035,1.0007565084686085
